Date,Open,High,Low,Close,Volume,Ticker,Name,Industry,MarketCategory,SharesOutstanding,MarketCap,AvgTradingValue20,VolRatio,OBVGrowth,HighRatio,StayRate,ATRRatio,Absorption,VolRatio_Z,OBVGrowth_Z,HighRatio_Z,StayRate_Z,Absorption_Z,ATR_Z,AccumulationScore,IndustryRankPct
2026-06-01,3055.0,3055.0,2931.0,3010.0,36200.0,3374.T,内外テック,卸売業,-,3498616.0,10530834160.0,161903175.0,3.092478768826538,0.28914542496319817,0.9362363919129082,0.7,2.136252457139422,,3.6686324486841584,0.02902050763631355,0.909213183749855,1.2965658160425886,0.0,-2.034713760790377,1.1990050601969584,0.9716981132075472
2026-06-01,11600.0,11610.0,11090.0,11100.0,396700.0,7173.T,東京きらぼしフィナンシャルグループ,銀行業,TOPIX Small 1,34388936.0,381717189600.0,6981628500.0,3.1089105653611435,0.607731730204069,0.8851674641148325,0.5166666666666667,1.2928951554252095,,3.7008548199991065,0.030406190549635535,0.5925851312501508,0.4029492562920311,0.0,-0.05292166931403241,1.1091285838653187,1.0
2026-06-01,1246.0,1271.0,1223.0,1249.0,159900.0,6769.T,ザインエレクトロニクス,電気機器,-,10512363.0,13129941387.0,409353110.0,2.7044371421525173,0.1680302020874973,0.8966259870782484,0.9166666666666666,2.434891623147961,,2.9076918324822767,0.028493720099871406,0.663628130718924,2.3526581139296114,0.0,-2.7364812515061567,1.0828466688034557,1.0
2026-06-01,2750.0,2799.0,2571.0,2626.0,321300.0,6616.T,トレックス・セミコンダクター,電気機器,TOPIX Small 2,10592237.0,27815214362.0,407023195.0,2.7783678527172952,0.1302518288340777,0.8782608695652174,0.8333333333333334,2.1668158870056535,,3.052668238584874,0.028329404040300724,0.5497641503535813,1.9464687685884492,0.0,-2.106534285109279,1.0668458417598132,0.9913793103448276
2026-06-01,204.0,205.0,185.0,192.0,2292200.0,3810.T,サイバーステップホールディングス,情報・通信業,-,69012863.0,13250469696.0,1968503420.0,4.4646953377839385,0.36393730008752123,0.42572062084257206,0.43333333333333335,2.2709163346613543,,6.359517265590798,0.02934581296711466,-2.2559915960238097,-0.0032400890491318048,0.0,-2.3511582937754487,1.0279735223885738,0.9886363636363636
2026-06-01,603.0,644.0,575.0,628.0,5729700.0,7868.T,広済堂ホールディングス,その他製品,TOPIX Small 2,147869750.0,92862203000.0,3029581880.0,3.033991442622523,0.2680159434082767,0.8339973439575034,0.7666666666666667,2.688830263336154,,3.5539401605831427,0.028928605501550193,0.27532968473573466,1.6215172923155192,0.0,-3.3332076779238826,1.0273503384194538,1.0
2026-06-01,805.0,814.0,767.0,787.0,310100.0,6635.T,大日光・エンジニアリング,電気機器,-,6631617.0,5219082579.0,234309285.0,3.7452987729615916,-0.11247459069349675,0.6596814752724225,0.5,2.30593725823844,,4.9487973126273515,0.027273671742275893,-0.8054310909708398,0.3217113872237983,0.0,-2.4334534126298117,1.009515565350318,0.9827586206896551
2026-06-01,3740.0,3775.0,3740.0,3750.0,299800.0,1909.T,日本ドライケミカル,機械,-,26814704.0,100555140000.0,2162260510.0,2.4711888930995283,0.16695213626415462,0.9778357235984355,0.5833333333333334,0.9506213784401872,,2.4502974341449755,0.028489031080392958,1.1671296105242206,0.7279007325649611,0.0,0.751382109131838,0.9998767537525223,1.0
2026-06-01,4495.0,4595.0,4420.0,4435.0,13400.0,7460.T,ヤギ,卸売業,-,8121353.0,36018200555.0,142207825.0,2.6242835496409516,0.8618771726535341,0.9476495726495726,0.5333333333333333,1.327280177157549,,2.7505124994315406,0.03151158959318394,0.9799750607911303,0.4841871253602633,0.0,-0.1337224924003839,0.9574429785984275,0.9622641509433962
2026-06-01,2670.0,2818.0,2415.0,2570.0,8156200.0,3687.T,フィックスターズ,情報・通信業,TOPIX Small 2,32303258.0,83019373060.0,5258246970.0,3.017878815213291,0.735693215339233,0.9119943222143364,0.5,2.406314344543583,,3.522343672509166,0.03096275572710304,0.7589120192615318,0.3217113872237983,0.0,-2.66932795287584,0.9548993213511512,0.9829545454545454
2026-06-01,1880.0,1929.0,1814.0,1880.0,128000.0,1436.T,グリーンエナジー＆カンパニー,建設業,-,12367695.0,23251266600.0,488591670.0,2.494022869022869,0.15123128664941587,0.8608058608058609,0.9166666666666666,2.618454747192035,,2.4950743305268737,0.028420653650680222,0.4415428567385506,2.3526581139296114,0.0,-3.1678333566907657,0.9136893666470021,1.0
2026-06-01,84.0,84.0,76.0,77.0,1337200.0,4772.T,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,情報・通信業,-,115894901.0,8923907377.0,148328445.0,4.036392185198566,-0.08227537932804141,0.598982196729775,0.2,2.1676700021150292,,5.5196247323000085,0.027405022432799995,-1.1817674501183628,-1.1405702560043873,0.0,-2.108541356804195,0.8738913424186618,0.9772727272727273
2026-06-01,1416.0,1418.0,1416.0,1416.0,474300.0,7082.T,ジモティー,サービス業,-,9754972.0,13813040352.0,417575170.0,2.4769273846027766,0.03553200443815285,0.8137931034482758,0.75,1.3593633424521263,,2.4615504826850985,0.02791742260839624,0.15006311657971796,1.5402794232472863,0.0,-0.20911421915852543,0.8729658021684839,0.9829059829059829
2026-06-01,2235.0,2308.0,2201.0,2231.0,868100.0,6480.T,日本トムソン,機械,TOPIX Small 2,69782665.0,155685125615.0,3097732195.0,2.677199884182638,0.2177197975168106,0.9579218548733361,0.6166666666666667,2.9342531572454496,,2.8542802022896723,0.028709843712919444,1.0436633514107765,0.8903764707014262,0.0,-3.9099230857683,0.8675404980996022,0.9903846153846154
2026-06-01,2114.0,2155.0,1991.0,2029.0,111700.0,6969.T,松尾電機,電気機器,-,3833931.0,7779045999.0,159732005.0,2.5408347546904784,0.02005892379415042,0.856479527226678,0.85,2.773425027631094,,2.5868713509414043,0.027850122843427885,0.41471952923386846,2.0277066376566815,0.0,-3.531995587294267,0.8641804905767705,0.9741379310344828
2026-06-01,2056.0,2506.0,2056.0,2506.0,623000.0,6245.T,ヒラノテクシード,機械,-,15137875.0,37935514750.0,277508080.0,2.7269945006774527,-0.22219132369299222,1.0,0.43333333333333335,2.47578867437188,,2.951926288571367,0.026796461643404993,1.3045484280846893,-0.0032400890491318048,0.0,-2.8325845905245353,0.8634751302870342,0.9807692307692307
